input,output
"Responsable Formation | Ressources Humaines | ADP, Ceridian, Paylocity, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la formation
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de mobilité interne
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : ADP, Ceridian, Paylocity, Excel
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Master 2 en RH, psychologie ou droit social
• Expérience : 5+ ans
• Compétences : ADP, Ceridian
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Business Partner RH | Ressources Humaines | ADP, Ceridian, Paylocity, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer le recrutement
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : ADP, Ceridian, Paylocity, Excel
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+2 en RH, psychologie ou droit social
• Expérience : 3-5 ans
• Compétences : ADP, Ceridian
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Chargé SIRH | Ressources Humaines | SAP SuccessFactors, Workday, Oracle HCM, Power BI","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : SAP SuccessFactors, Workday, Oracle HCM, Power BI
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : BTS en RH, psychologie ou droit social
• Expérience : 1-2 ans
• Compétences : SAP SuccessFactors, Workday
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Chargé de Recrutement | Ressources Humaines | Bob, HiBob, Charlie HR, Breathe HR","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer le recrutement
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Bob, HiBob, Charlie HR, Breathe HR
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+5 en RH, psychologie ou droit social
• Expérience : Expert (7+ ans)
• Compétences : Bob, HiBob
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable RH | Ressources Humaines | Silae, PayFit, Excel, DADS","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer le recrutement
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de mobilité interne
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Silae, PayFit, Excel, DADS
Recrutement : JobTeaser, Apec
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+4 en RH, psychologie ou droit social
• Expérience : 3-5 ans
• Compétences : Silae, PayFit
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Talent Acquisition Manager | Ressources Humaines | TriNet, Namely, Bamboo HR, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de formation
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : TriNet, Namely, Bamboo HR, Excel
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+2 en RH, psychologie ou droit social
• Expérience : Confirmé (3-5 ans)
• Compétences : TriNet, Namely
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Assistant RH | Ressources Humaines | Silae, PayFit, Excel, DADS","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la GPEC
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de formation
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Silae, PayFit, Excel, DADS
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Doctorat en RH, psychologie ou droit social
• Expérience : 10+ ans
• Compétences : Silae, PayFit
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable Formation | Ressources Humaines | SAP HR, Workday, BambooHR, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la GPEC
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : SAP HR, Workday, BambooHR, Excel
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Licence en RH, psychologie ou droit social
• Expérience : 10+ ans
• Compétences : SAP HR, Workday
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable Relations Sociales | Ressources Humaines | UltiPro, iCIMS, SmartRecruiters, LinkedIn","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de mobilité interne
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : UltiPro, iCIMS, SmartRecruiters, LinkedIn
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Master 2 en RH, psychologie ou droit social
• Expérience : Expert (7+ ans)
• Compétences : UltiPro, iCIMS
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Assistant RH | Ressources Humaines | SAP SuccessFactors, Workday, Oracle HCM, Power BI","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de mobilité interne
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : SAP SuccessFactors, Workday, Oracle HCM, Power BI
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+2 en RH, psychologie ou droit social
• Expérience : Senior (5+ ans)
• Compétences : SAP SuccessFactors, Workday
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Business Partner RH | Ressources Humaines | UltiPro, iCIMS, SmartRecruiters, LinkedIn","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de formation
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : UltiPro, iCIMS, SmartRecruiters, LinkedIn
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+5 en RH, psychologie ou droit social
• Expérience : 3-5 ans
• Compétences : UltiPro, iCIMS
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Chargé SIRH | Ressources Humaines | Zoho People, Gusto, Rippling, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de mobilité interne
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Zoho People, Gusto, Rippling, Excel
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Doctorat en RH, psychologie ou droit social
• Expérience : 1-2 ans
• Compétences : Zoho People, Gusto
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Talent Acquisition Manager | Ressources Humaines | Sage HRMS, Paychex, Zenefits, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la formation
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Sage HRMS, Paychex, Zenefits, Excel
Recrutement : JobTeaser, Apec
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+2 en RH, psychologie ou droit social
• Expérience : Confirmé (3-5 ans)
• Compétences : Sage HRMS, Paychex
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable Relations Sociales | Ressources Humaines | SAP HR, Workday, BambooHR, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : SAP HR, Workday, BambooHR, Excel
Recrutement : JobTeaser, Apec
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Master 2 en RH, psychologie ou droit social
• Expérience : 7+ ans
• Compétences : SAP HR, Workday
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Gestionnaire Paie | Ressources Humaines | Jobvite, Taleo, Bullhorn, Indeed","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la GPEC
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets SIRH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Jobvite, Taleo, Bullhorn, Indeed
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+4 en RH, psychologie ou droit social
• Expérience : 5+ ans
• Compétences : Jobvite, Taleo
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Gestionnaire Paie | Ressources Humaines | SuccessFactors, Oracle Taleo, Kronos, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la formation
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de formation
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : SuccessFactors, Oracle Taleo, Kronos, Excel
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+3 en RH, psychologie ou droit social
• Expérience : 3-5 ans
• Compétences : SuccessFactors, Oracle Taleo
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Business Partner RH | Ressources Humaines | UltiPro, iCIMS, SmartRecruiters, LinkedIn","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : UltiPro, iCIMS, SmartRecruiters, LinkedIn
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+5 en RH, psychologie ou droit social
• Expérience : 7+ ans
• Compétences : UltiPro, iCIMS
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Business Partner RH | Ressources Humaines | Jobvite, Taleo, Bullhorn, Indeed","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de mobilité interne
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Jobvite, Taleo, Bullhorn, Indeed
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Licence en RH, psychologie ou droit social
• Expérience : Senior (5+ ans)
• Compétences : Jobvite, Taleo
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Talent Acquisition Manager | Ressources Humaines | TriNet, Namely, Bamboo HR, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : TriNet, Namely, Bamboo HR, Excel
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : BTS en RH, psychologie ou droit social
• Expérience : Expert (7+ ans)
• Compétences : TriNet, Namely
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Business Partner RH | Ressources Humaines | Bob, HiBob, Charlie HR, Breathe HR","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de formation
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Bob, HiBob, Charlie HR, Breathe HR
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : DUT en RH, psychologie ou droit social
• Expérience : 1-2 ans
• Compétences : Bob, HiBob
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable Relations Sociales | Ressources Humaines | Cornerstone, 360Learning, Moodle, PowerPoint","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de mobilité interne
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Cornerstone, 360Learning, Moodle, PowerPoint
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Doctorat en RH, psychologie ou droit social
• Expérience : 1-2 ans
• Compétences : Cornerstone, 360Learning
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable RH | Ressources Humaines | SAP SuccessFactors, Workday, Oracle HCM, Power BI","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer le recrutement
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : SAP SuccessFactors, Workday, Oracle HCM, Power BI
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+2 en RH, psychologie ou droit social
• Expérience : Senior (5+ ans)
• Compétences : SAP SuccessFactors, Workday
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable Relations Sociales | Ressources Humaines | SAP SuccessFactors, Workday, Oracle HCM, Power BI","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer le recrutement
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets SIRH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : SAP SuccessFactors, Workday, Oracle HCM, Power BI
Recrutement : JobTeaser, Apec
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+2 en RH, psychologie ou droit social
• Expérience : 5+ ans
• Compétences : SAP SuccessFactors, Workday
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Business Partner RH | Ressources Humaines | Jobvite, Taleo, Bullhorn, Indeed","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer le recrutement
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets SIRH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Jobvite, Taleo, Bullhorn, Indeed
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Licence en RH, psychologie ou droit social
• Expérience : Senior (5+ ans)
• Compétences : Jobvite, Taleo
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Assistant RH | Ressources Humaines | Talentsoft, Lucca, PeopleSoft, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de transformation RH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Talentsoft, Lucca, PeopleSoft, Excel
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+3 en RH, psychologie ou droit social
• Expérience : 10+ ans
• Compétences : Talentsoft, Lucca
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Chargé de Recrutement | Ressources Humaines | SAP SuccessFactors, Workday, Oracle HCM, Power BI","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la formation
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets SIRH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : SAP SuccessFactors, Workday, Oracle HCM, Power BI
Recrutement : JobTeaser, Apec
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+3 en RH, psychologie ou droit social
• Expérience : 2-3 ans
• Compétences : SAP SuccessFactors, Workday
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Assistant RH | Ressources Humaines | Jobvite, Taleo, Bullhorn, Indeed","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de formation
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Jobvite, Taleo, Bullhorn, Indeed
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Doctorat en RH, psychologie ou droit social
• Expérience : Junior (0-2 ans)
• Compétences : Jobvite, Taleo
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable RH | Ressources Humaines | Bob, HiBob, Charlie HR, Breathe HR","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la formation
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de formation
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Bob, HiBob, Charlie HR, Breathe HR
Recrutement : JobTeaser, Apec
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : DUT en RH, psychologie ou droit social
• Expérience : 3-5 ans
• Compétences : Bob, HiBob
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Assistant RH | Ressources Humaines | Bob, HiBob, Charlie HR, Breathe HR","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la formation
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets SIRH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Bob, HiBob, Charlie HR, Breathe HR
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : BTS en RH, psychologie ou droit social
• Expérience : 7+ ans
• Compétences : Bob, HiBob
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Gestionnaire Paie | Ressources Humaines | UltiPro, iCIMS, SmartRecruiters, LinkedIn","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de mobilité interne
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : UltiPro, iCIMS, SmartRecruiters, LinkedIn
Recrutement : JobTeaser, Apec
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : BTS en RH, psychologie ou droit social
• Expérience : 10+ ans
• Compétences : UltiPro, iCIMS
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Chargé de Recrutement | Ressources Humaines | Silae, PayFit, Excel, DADS","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets SIRH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Silae, PayFit, Excel, DADS
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+4 en RH, psychologie ou droit social
• Expérience : Junior (0-2 ans)
• Compétences : Silae, PayFit
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Business Partner RH | Ressources Humaines | TriNet, Namely, Bamboo HR, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets SIRH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : TriNet, Namely, Bamboo HR, Excel
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Master 2 en RH, psychologie ou droit social
• Expérience : Junior (0-2 ans)
• Compétences : TriNet, Namely
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Talent Acquisition Manager | Ressources Humaines | Talentsoft, Lucca, PeopleSoft, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer la paie
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets SIRH
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : Talentsoft, Lucca, PeopleSoft, Excel
Recrutement : Welcome to the Jungle
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Bac+4 en RH, psychologie ou droit social
• Expérience : 5+ ans
• Compétences : Talentsoft, Lucca
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Responsable RH | Ressources Humaines | ADP, Ceridian, Paylocity, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets d'onboarding
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : ADP, Ceridian, Paylocity, Excel
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : Master 2 en RH, psychologie ou droit social
• Expérience : Confirmé (3-5 ans)
• Compétences : ADP, Ceridian
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
"Chargé SIRH | Ressources Humaines | ATS, LinkedIn Recruiter, Indeed, Excel","Accompagnez les collaborateurs et contribuez au développement du capital humain de l'entreprise.

🎯 Missions principales :
• Gérer les relations sociales
• Accompagner les managers dans leurs besoins RH
• Assurer le respect de la législation sociale
• Piloter les projets de formation
• Analyser les indicateurs RH et proposer des actions
• Animer la communication interne
• Garantir une expérience collaborateur positive

💻 Outils RH :
SIRH : ATS, LinkedIn Recruiter, Indeed, Excel
Recrutement : LinkedIn, Indeed
Communication : Teams, Slack, Intranet
Reporting : Excel, Power BI

👤 Profil recherché :
• Formation : BTS en RH, psychologie ou droit social
• Expérience : 7+ ans
• Compétences : ATS, LinkedIn Recruiter
• Connaissance du droit du travail et des processus RH
• Qualités : Écoute, diplomatie, confidentialité, organisation"
